200bin,adj sales (bin),Adjusted sales (bin),Adjusted sales (bin) 50,Adjusted sales 1,Adjusted Sales 1 (bin),Area Code,Area Code (Location),Date,Market,Market Size,Product,Product Id,Product Type,ProductId (Product),Sales (bin),Sales (bin) 100,Sales (bin) 50,Sales (bin) 70,Sales100bin,SalesTab (bin),State,Type,adj sales,Adjusted sales,Adjusted Sales 1,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Inventory,Margin,Marketing,Number of Records,Profit,Sales,Total Expenses
0,50,72,50,50,75,801,801,01-01-2010 00:00:00,West,Small Market,Chamomile,8,Herbal Tea,8,68.6,0,50-99,77-139,0,80,Utah,Decaf,93,93,93,30,50,30,80,38,241,55,12,1,21,93,34
0,100,120,100,100,100,435,435,01-01-2010 00:00:00,West,Small Market,Lemon,9,Herbal Tea,9,102.9,100,100,77-139,100,80,Utah,Decaf,120,120,120,40,60,30,100,48,372,72,15,1,25,120,47
0,50,96,50,50,75,435,435,01-01-2010 00:00:00,West,Small Market,Mint,10,Herbal Tea,10,68.6,0,50-99,77-139,0,80,Utah,Decaf,99,99,99,70,10,-30,80,88,525,11,27,1,-40,99,51
0,50,72,50,50,75,435,435,01-01-2010 00:00:00,West,Small Market,Darjeeling,11,Tea,11,68.6,0,50-99,77-139,0,80,Utah,Regular,90,90,90,20,40,0,60,37,261,53,34,1,-10,90,63
0,50,72,50,50,75,435,435,01-01-2010 00:00:00,West,Small Market,Earl Grey,12,Tea,12,68.6,0,50-99,77-139,0,80,Utah,Regular,82,82,82,20,30,10,50,35,196,47,11,1,9,82,38
0,50,48,50,50,50,435,435,01-01-2010 00:00:00,West,Small Market,Green Tea,13,Tea,13,34.3,0,50-99,0-69,0,0,Utah,Regular,65,65,65,10,30,10,40,29,169,36,11,1,-9,65,45
0,150,167,150,150,150,801,801,01-01-2010 00:00:00,West,Small Market,Amaretto,1,Coffee,1,137.2,100,150,140,100,160,Utah,Regular,170,170,170,90,120,80,210,78,965,92,24,1,47,170,45
0,100,120,100,100,125,435,435,01-01-2010 00:00:00,West,Small Market,Columbian,2,Coffee,2,102.9,100,100,77-139,100,80,Utah,Regular,130,130,130,60,100,70,160,55,312,75,18,1,30,130,45
0,150,167,150,150,175,801,801,01-01-2010 00:00:00,West,Small Market,Decaf Irish Cream,3,Coffee,3,171.5,100,150,140,100,160,Utah,Decaf,190,190,190,100,130,70,230,85,494,105,32,1,39,190,66
400,400,382,400,400,400,661,661,01-01-2010 00:00:00,West,Major Market,Caffe Latte,4,Espresso,4,445.9,400,450,420,400,400,California,Regular,400,400,400,210,220,150,430,228,1459,228,63,1,140,456,88
200,250,239,250,250,250,818,818,01-01-2010 00:00:00,West,Major Market,Caffe Mocha,5,Espresso,5,240.1,200,250,210,200,240,California,Regular,250,250,250,100,140,20,240,105,725,145,95,1,17,250,128
400,400,382,400,400,400,213,213,01-01-2010 00:00:00,West,Major Market,Decaf Espresso,6,Espresso,6,514.5,500,500,490,500,480,California,Decaf,400,400,400,220,300,200,520,234,1310,312,77,1,203,546,109
200,200,215,200,200,225,510,510,01-01-2010 00:00:00,West,Major Market,Chamomile,8,Herbal Tea,8,205.8,200,200,210,200,160,California,Decaf,234,234,234,80,120,100,200,95,821,139,26,1,102,234,37
400,400,382,400,400,400,310,310,01-01-2010 00:00:00,West,Major Market,Lemon,9,Herbal Tea,9,445.9,400,450,420,400,400,California,Decaf,400,400,400,170,220,160,390,207,965,245,64,1,160,452,85
0,150,167,150,150,175,707,707,01-01-2010 00:00:00,West,Major Market,Mint,10,Herbal Tea,10,171.5,100,150,140,100,160,California,Decaf,190,190,190,70,90,60,160,83,623,107,27,1,67,190,40
200,200,215,200,200,200,619,619,01-01-2010 00:00:00,West,Major Market,Darjeeling,11,Tea,11,205.8,200,200,210,200,160,California,Regular,219,219,219,50,90,80,140,89,777,130,24,1,94,219,36
0,100,120,100,100,125,650,650,01-01-2010 00:00:00,West,Major Market,Earl Grey,12,Tea,12,102.9,100,100,77-139,100,80,California,Regular,134,134,134,30,60,60,90,54,456,80,15,1,54,134,26
0,150,167,150,150,175,760,760,01-01-2010 00:00:00,West,Major Market,Green Tea,13,Tea,13,171.5,100,150,140,100,160,California,Regular,180,180,180,40,80,50,120,72,558,108,23,1,54,180,54
0,100,143,100,100,125,916,916,01-01-2010 00:00:00,West,Major Market,Amaretto,1,Coffee,1,137.2,100,100,140,100,80,California,Regular,145,145,145,110,70,30,180,95,608,50,30,1,-2,145,52
600,450,598,600,600,600,559,559,01-01-2010 00:00:00,West,Major Market,Columbian,2,Coffee,2,651.7,600,650,630,600,640,California,Regular,450,600,600,340,500,370,840,271,2101,407,94,1,262,678,145
0,100,96,100,100,100,650,650,01-01-2010 00:00:00,West,Major Market,Decaf Irish Cream,3,Coffee,3,102.9,100,100,77-139,100,80,California,Decaf,118,118,118,180,-40,-120,140,144,862,-26,47,1,-117,118,91
0,0,24,0,0,25,775,775,01-01-2010 00:00:00,West,Small Market,Caffe Latte,4,Espresso,4,34.3,0,0-49,0-69,0,0,Nevada,Regular,43,43,43,10,30,20,40,17,777,26,4,1,11,43,15
0,0,24,0,0,25,702,702,01-01-2010 00:00:00,West,Small Market,Caffe Mocha,5,Espresso,5,34.3,0,0-49,0-69,0,0,Nevada,Regular,45,45,45,10,30,20,40,18,821,27,5,1,10,45,17
0,0,24,0,0,25,775,775,01-01-2010 00:00:00,West,Small Market,Decaf Espresso,6,Espresso,6,34.3,0,0-49,0-69,0,0,Nevada,Decaf,43,43,43,10,30,20,40,17,777,26,4,1,11,43,15
0,50,48,50,50,50,775,775,01-01-2010 00:00:00,West,Small Market,Decaf Irish Cream,3,Coffee,3,34.3,0,50-99,0-69,0,0,Nevada,Decaf,62,62,62,30,40,20,70,28,965,34,8,1,4,62,30
200,250,239,250,250,250,702,702,01-01-2010 00:00:00,West,Small Market,Chamomile,8,Herbal Tea,8,240.1,200,250,210,200,240,Nevada,Decaf,250,250,250,90,130,30,220,105,725,145,95,1,16,250,129
200,300,335,300,300,325,775,775,01-01-2010 00:00:00,West,Small Market,Lemon,9,Herbal Tea,9,343.0,300,300,280,300,320,Nevada,Decaf,345,345,345,120,180,120,300,144,862,201,47,1,111,345,90
200,200,215,200,200,225,702,702,01-01-2010 00:00:00,West,Small Market,Mint,10,Herbal Tea,10,205.8,200,200,210,200,160,Nevada,Decaf,234,234,234,80,120,90,200,95,608,139,30,1,86,234,53
400,400,382,400,400,400,775,775,01-01-2010 00:00:00,West,Small Market,Darjeeling,11,Tea,11,514.5,500,500,490,500,480,Nevada,Regular,400,400,400,150,220,150,370,234,1310,312,77,1,203,546,109
400,400,382,400,400,400,775,775,01-01-2010 00:00:00,West,Small Market,Earl Grey,12,Tea,12,445.9,400,450,420,400,400,Nevada,Regular,400,400,400,150,160,100,310,228,1459,228,63,1,141,456,87
0,0,0,0,0,0,702,702,01-01-2010 00:00:00,West,Small Market,Green Tea,13,Tea,13,0.0,0,0-49,0-69,0,0,Nevada,Regular,17,17,17,160,-160,-240,0,245,1419,-245,93,1,-354,17,126
0,50,72,50,50,75,702,702,01-01-2010 00:00:00,West,Small Market,Columbian,2,Coffee,2,68.6,0,50-99,77-139,0,0,Nevada,Regular,76,76,76,40,50,10,90,34,197,42,12,1,-3,76,45
0,100,120,100,100,125,503,503,01-01-2010 00:00:00,West,Small Market,Caffe Latte,4,Espresso,4,102.9,100,100,77-139,100,80,Oregon,Regular,130,130,130,50,70,20,120,58,338,72,22,1,16,130,56
0,100,120,100,100,125,503,503,01-01-2010 00:00:00,West,Small Market,Caffe Mocha,5,Espresso,5,137.2,100,100,140,100,80,Oregon,Regular,140,140,140,50,80,50,130,60,336,80,19,1,33,140,47
200,300,335,300,300,325,971,971,01-01-2010 00:00:00,West,Small Market,Decaf Espresso,6,Espresso,6,308.7,300,300,280,300,320,Oregon,Decaf,341,341,341,160,160,100,320,170,1091,171,47,1,99,341,72
0,100,120,100,100,125,971,971,01-01-2010 00:00:00,West,Small Market,Decaf Irish Cream,3,Coffee,3,137.2,100,100,140,100,80,Oregon,Decaf,140,140,140,70,100,70,170,57,364,83,18,1,42,140,41
0,50,72,50,50,75,971,971,01-01-2010 00:00:00,West,Small Market,Chamomile,8,Herbal Tea,8,68.6,0,50-99,77-139,0,80,Oregon,Decaf,90,90,90,30,40,40,70,36,777,54,10,1,33,90,21
0,100,96,100,100,100,503,503,01-01-2010 00:00:00,West,Small Market,Lemon,9,Herbal Tea,9,68.6,100,100,77-139,100,80,Oregon,Decaf,100,100,100,30,50,30,80,44,623,56,14,1,29,100,27
0,50,72,50,50,75,971,971,01-01-2010 00:00:00,West,Small Market,Darjeeling,11,Tea,11,68.6,0,50-99,77-139,0,80,Oregon,Regular,80,80,80,20,30,30,50,32,456,48,8,1,28,80,20
200,200,191,200,200,200,503,503,01-01-2010 00:00:00,West,Small Market,Earl Grey,12,Tea,12,205.8,200,200,210,200,160,Oregon,Regular,210,210,210,50,90,60,140,84,651,126,27,1,68,210,58
200,200,191,200,200,200,541,541,01-01-2010 00:00:00,West,Small Market,Green Tea,13,Tea,13,171.5,200,200,140,200,160,Oregon,Regular,200,200,200,50,80,50,130,84,500,116,26,1,67,200,49
0,150,143,150,150,150,541,541,01-01-2010 00:00:00,West,Small Market,Amaretto,1,Coffee,1,137.2,100,150,140,100,80,Oregon,Regular,150,150,150,70,110,40,180,63,435,87,57,1,1,150,86
0,150,143,150,150,150,503,503,01-01-2010 00:00:00,West,Small Market,Columbian,2,Coffee,2,137.2,100,150,140,100,160,Oregon,Regular,160,160,160,80,120,60,200,67,400,93,22,1,28,160,65
0,100,96,100,100,100,425,425,01-01-2010 00:00:00,West,Small Market,Caffe Latte,4,Espresso,4,102.9,100,100,77-139,100,80,Washington,Regular,110,110,110,40,60,40,100,48,623,62,15,1,35,110,27
0,100,120,100,100,100,253,253,01-01-2010 00:00:00,West,Small Market,Caffe Mocha,5,Espresso,5,102.9,100,100,77-139,100,80,Washington,Regular,120,120,120,50,60,20,110,54,312,66,20,1,13,120,53
0,150,143,150,150,150,206,206,01-01-2010 00:00:00,West,Small Market,Decaf Espresso,6,Espresso,6,137.2,100,150,140,100,80,Washington,Decaf,150,150,150,60,80,60,140,69,965,81,21,1,39,150,42
0,150,167,150,150,175,509,509,01-01-2010 00:00:00,West,Small Market,Decaf Irish Cream,3,Coffee,3,171.5,100,150,140,100,160,Washington,Decaf,190,190,190,90,140,60,230,79,551,111,72,1,9,190,102
200,300,287,300,300,300,206,206,01-01-2010 00:00:00,West,Small Market,Chamomile,8,Herbal Tea,8,308.7,300,300,280,300,240,Washington,Decaf,310,310,310,100,170,120,270,124,961,186,40,1,115,310,71
0,50,72,50,50,75,360,360,01-01-2010 00:00:00,West,Small Market,Lemon,9,Herbal Tea,9,68.6,0,50-99,77-139,0,80,Washington,Decaf,85,85,85,20,50,50,70,34,777,51,9,1,30,85,21
0,150,167,150,150,175,360,360,01-01-2010 00:00:00,West,Small Market,Darjeeling,11,Tea,11,171.5,100,150,140,100,160,Washington,Regular,180,180,180,40,80,50,120,67,400,113,20,1,70,180,43
0,150,143,150,150,150,253,253,01-01-2010 00:00:00,West,Small Market,Earl Grey,12,Tea,12,137.2,100,150,140,100,80,Washington,Regular,150,150,150,40,60,40,100,61,390,89,19,1,48,150,41
0,150,167,150,150,175,360,360,01-01-2010 00:00:00,West,Small Market,Green Tea,13,Tea,13,171.5,100,150,140,100,160,Washington,Regular,180,180,180,40,80,20,120,75,522,105,68,1,8,180,97
0,100,120,100,100,125,206,206,01-01-2010 00:00:00,West,Small Market,Columbian,2,Coffee,2,102.9,100,100,77-139,100,80,Washington,Regular,130,130,130,60,100,70,160,53,338,77,16,1,38,130,39
200,200,239,200,200,225,303,303,01-02-2010 00:00:00,Central,Major Market,Amaretto,1,Coffee,1,240.1,200,200,210,200,240,Colorado,Regular,243,243,243,100,150,120,250,99,766,144,27,1,105,243,39
0,150,167,150,150,175,720,720,01-02-2010 00:00:00,Central,Major Market,Columbian,2,Coffee,2,171.5,100,150,140,100,160,Colorado,Regular,190,190,190,80,110,80,190,83,613,107,27,1,68,190,39
200,200,215,200,200,225,719,719,01-02-2010 00:00:00,Central,Major Market,Decaf Irish Cream,3,Coffee,3,205.8,200,200,210,200,160,Colorado,Decaf,232,232,232,100,140,110,240,95,809,137,26,1,99,232,38
0,100,96,100,100,100,970,970,01-02-2010 00:00:00,Central,Major Market,Green Tea,13,Tea,13,68.6,100,100,77-139,100,80,Colorado,Regular,100,100,100,30,50,30,80,44,618,56,14,1,30,100,26
0,150,167,150,150,175,970,970,01-02-2010 00:00:00,Central,Major Market,Caffe Mocha,5,Espresso,5,171.5,100,150,140,100,160,Colorado,Regular,189,189,189,80,140,110,220,77,449,112,21,1,80,189,32
0,150,167,150,150,175,303,303,01-02-2010 00:00:00,Central,Major Market,Decaf Espresso,6,Espresso,6,171.5,100,150,140,100,160,Colorado,Decaf,189,189,189,80,140,90,220,75,549,114,24,1,59,189,55
200,300,335,300,300,325,970,970,01-02-2010 00:00:00,Central,Major Market,Chamomile,8,Herbal Tea,8,308.7,300,300,280,300,320,Colorado,Decaf,340,340,340,140,150,100,290,170,1073,170,47,1,99,340,71
0,100,120,100,100,125,970,970,01-02-2010 00:00:00,Central,Major Market,Lemon,9,Herbal Tea,9,102.9,100,100,77-139,100,80,Colorado,Decaf,129,129,129,40,70,10,110,54,427,75,49,1,-3,129,78
0,100,120,100,100,125,303,303,01-02-2010 00:00:00,Central,Major Market,Mint,10,Herbal Tea,10,137.2,100,100,140,100,80,Colorado,Decaf,140,140,140,50,70,40,120,60,329,80,19,1,33,140,47
0,100,120,100,100,125,719,719,01-02-2010 00:00:00,Central,Major Market,Darjeeling,11,Tea,11,102.9,100,100,77-139,100,80,Colorado,Regular,132,132,132,50,60,10,110,59,331,73,22,1,18,132,55
0,100,120,100,100,125,720,720,01-02-2010 00:00:00,Central,Major Market,Earl Grey,12,Tea,12,102.9,100,100,77-139,100,80,Colorado,Regular,136,136,136,50,60,30,110,62,958,74,19,1,34,136,40
200,350,335,350,350,350,312,312,01-02-2010 00:00:00,Central,Major Market,Columbian,2,Coffee,2,343.0,300,350,350,300,320,Illinois,Regular,354,354,354,150,220,140,370,148,844,206,48,1,115,354,91
200,250,239,250,250,250,847,847,01-02-2010 00:00:00,Central,Major Market,Decaf Irish Cream,3,Coffee,3,240.1,200,250,210,200,240,Illinois,Decaf,254,254,254,110,150,100,260,104,596,150,33,1,95,254,55
400,400,382,400,400,400,708,708,01-02-2010 00:00:00,Central,Major Market,Caffe Mocha,5,Espresso,5,514.5,500,500,490,500,480,Illinois,Regular,400,400,400,270,370,260,640,234,1282,311,77,1,201,545,110
400,400,382,400,400,400,312,312,01-02-2010 00:00:00,Central,Major Market,Decaf Espresso,6,Espresso,6,445.9,400,450,420,400,400,Illinois,Decaf,400,400,400,260,270,180,530,228,1436,229,63,1,142,457,87
200,200,239,200,200,225,815,815,01-02-2010 00:00:00,Central,Major Market,Chamomile,8,Herbal Tea,8,240.1,200,200,210,200,240,Illinois,Decaf,243,243,243,80,130,110,210,99,766,144,27,1,105,243,39
0,150,167,150,150,175,773,773,01-02-2010 00:00:00,Central,Major Market,Lemon,9,Herbal Tea,9,171.5,100,150,140,100,160,Illinois,Decaf,190,190,190,70,90,60,160,83,613,107,27,1,68,190,39
200,200,215,200,200,225,847,847,01-02-2010 00:00:00,Central,Major Market,Mint,10,Herbal Tea,10,205.8,200,200,210,200,160,Illinois,Decaf,232,232,232,80,120,100,200,95,809,137,26,1,99,232,38
0,150,167,150,150,175,309,309,01-02-2010 00:00:00,Central,Major Market,Darjeeling,11,Tea,11,171.5,100,150,140,100,160,Illinois,Regular,189,189,189,60,100,80,160,77,449,112,21,1,79,189,33
0,150,167,150,150,175,630,630,01-02-2010 00:00:00,Central,Major Market,Earl Grey,12,Tea,12,171.5,100,150,140,100,160,Illinois,Regular,189,189,189,60,100,50,160,75,549,114,24,1,59,189,55
0,0,24,0,0,25,712,712,01-02-2010 00:00:00,Central,Small Market,Amaretto,1,Coffee,1,34.3,0,0-49,0-69,0,0,Iowa,Regular,45,45,45,10,30,20,40,18,818,27,5,1,10,45,17
0,50,48,50,50,50,319,319,01-02-2010 00:00:00,Central,Small Market,Columbian,2,Coffee,2,34.3,0,50-99,0-69,0,0,Iowa,Regular,63,63,63,20,40,20,60,28,961,35,8,1,6,63,29
0,50,48,50,50,50,712,712,01-02-2010 00:00:00,Central,Small Market,Decaf Irish Cream,3,Coffee,3,34.3,0,50-99,0-69,0,0,Iowa,Decaf,54,54,54,20,30,20,50,23,620,31,7,1,12,54,19
0,0,24,0,0,25,319,319,01-02-2010 00:00:00,Central,Small Market,Caffe Mocha,5,Espresso,5,34.3,0,0-49,0-69,0,0,Iowa,Regular,47,47,47,20,30,20,50,19,774,28,5,1,11,47,17
0,0,24,0,0,25,712,712,01-02-2010 00:00:00,Central,Small Market,Decaf Espresso,6,Espresso,6,34.3,0,0-49,0-69,0,0,Iowa,Decaf,43,43,43,0,50,40,50,0,774,43,0,1,32,43,11
400,400,382,400,400,400,563,563,01-02-2010 00:00:00,Central,Small Market,Chamomile,8,Herbal Tea,8,514.5,500,500,490,500,480,Iowa,Decaf,400,400,400,200,270,190,470,234,1282,311,77,1,201,545,110
200,250,239,250,250,250,563,563,01-02-2010 00:00:00,Central,Small Market,Lemon,9,Herbal Tea,9,240.1,200,250,210,200,240,Iowa,Decaf,254,254,254,80,140,110,220,104,596,150,33,1,95,254,55
400,400,382,400,400,400,563,563,01-02-2010 00:00:00,Central,Small Market,Darjeeling,11,Tea,11,445.9,400,450,420,400,400,Iowa,Regular,400,400,400,190,210,140,400,228,1436,229,63,1,141,457,88
400,400,382,400,400,400,515,515,01-02-2010 00:00:00,Central,Small Market,Earl Grey,12,Tea,12,514.5,500,500,490,500,480,Iowa,Regular,400,400,400,200,260,150,460,240,1391,294,91,1,169,534,125
0,150,191,150,150,175,314,314,01-02-2010 00:00:00,Central,Small Market,Columbian,2,Coffee,2,171.5,100,150,140,100,160,Missouri,Regular,193,193,193,90,110,50,200,86,484,107,32,1,42,193,65
0,150,143,150,150,150,816,816,01-02-2010 00:00:00,Central,Small Market,Decaf Irish Cream,3,Coffee,3,137.2,100,150,140,100,160,Missouri,Decaf,165,165,165,70,100,60,170,75,956,90,23,1,46,165,44
0,50,72,50,50,50,573,573,01-02-2010 00:00:00,Central,Small Market,Green Tea,13,Tea,13,68.6,0,50-99,77-139,0,0,Missouri,Regular,74,74,74,20,40,0,60,33,193,41,12,1,-4,74,45
0,100,120,100,100,100,573,573,01-02-2010 00:00:00,Central,Small Market,Caffe Mocha,5,Espresso,5,102.9,100,100,77-139,100,80,Missouri,Regular,123,123,123,50,90,70,140,50,814,73,14,1,48,123,25
0,100,96,100,100,100,573,573,01-02-2010 00:00:00,Central,Small Market,Decaf Espresso,6,Espresso,6,102.9,100,100,77-139,100,80,Missouri,Decaf,103,103,103,40,80,60,120,42,771,61,11,1,38,103,23
0,100,96,100,100,100,636,636,01-02-2010 00:00:00,Central,Small Market,Chamomile,8,Herbal Tea,8,102.9,100,100,77-139,100,80,Missouri,Decaf,104,104,104,30,60,10,90,43,256,61,39,1,-8,104,69
0,100,96,100,100,100,417,417,01-02-2010 00:00:00,Central,Small Market,Lemon,9,Herbal Tea,9,68.6,100,100,77-139,100,80,Missouri,Decaf,102,102,102,70,10,-20,80,84,625,18,26,1,-32,102,50
0,50,72,50,50,75,816,816,01-02-2010 00:00:00,Central,Small Market,Darjeeling,11,Tea,11,68.6,0,50-99,77-139,0,80,Missouri,Regular,82,82,82,30,40,10,70,35,191,47,11,1,9,82,38
0,50,48,50,50,50,314,314,01-02-2010 00:00:00,Central,Small Market,Earl Grey,12,Tea,12,34.3,0,50-99,0-69,0,0,Missouri,Regular,68,68,68,20,30,-10,50,30,165,38,11,1,-7,68,45
0,100,120,100,100,125,937,937,01-02-2010 00:00:00,Central,Major Market,Amaretto,1,Coffee,1,137.2,100,100,140,100,80,Ohio,Regular,140,140,140,60,80,50,140,60,329,80,19,1,33,140,47
0,100,120,100,100,125,513,513,01-02-2010 00:00:00,Central,Major Market,Columbian,2,Coffee,2,102.9,100,100,77-139,100,80,Ohio,Regular,128,128,128,50,80,50,130,52,357,76,16,1,38,128,38
0,100,120,100,100,125,614,614,01-02-2010 00:00:00,Central,Major Market,Decaf Irish Cream,3,Coffee,3,102.9,100,100,77-139,100,80,Ohio,Decaf,129,129,129,50,80,20,130,54,427,75,49,1,-3,129,78
200,200,191,200,200,200,614,614,01-02-2010 00:00:00,Central,Major Market,Darjeeling,11,Tea,11,171.5,200,200,140,200,160,Ohio,Regular,200,200,200,60,110,60,170,80,640,120,26,1,62,200,58
200,200,191,200,200,200,513,513,01-02-2010 00:00:00,Central,Major Market,Earl Grey,12,Tea,12,205.8,200,200,140,200,160,Ohio,Regular,206,206,206,70,110,70,180,86,490,120,26,1,71,206,49
0,100,120,100,100,125,614,614,01-02-2010 00:00:00,Central,Major Market,Decaf Espresso,6,Espresso,6,102.9,100,100,77-139,100,80,Ohio,Decaf,132,132,132,60,90,40,150,59,331,73,22,1,18,132,55
200,300,335,300,300,325,234,234,01-02-2010 00:00:00,Central,Major Market,Caffe Mocha,5,Espresso,5,308.7,300,300,280,300,320,Ohio,Regular,340,340,340,190,210,140,400,170,1073,170,47,1,98,340,72
0,50,48,50,50,50,330,330,01-02-2010 00:00:00,Central,Major Market,Chamomile,8,Herbal Tea,8,34.3,0,50-99,0-69,0,0,Ohio,Decaf,56,56,56,10,30,30,40,22,452,34,6,1,17,56,17
0,50,72,50,50,75,740,740,01-02-2010 00:00:00,Central,Major Market,Lemon,9,Herbal Tea,9,68.6,0,50-99,77-139,0,80,Ohio,Decaf,80,80,80,20,50,50,70,32,817,48,8,1,28,80,20
0,100,96,100,100,100,262,262,01-02-2010 00:00:00,Central,Small Market,Amaretto,1,Coffee,1,102.9,100,100,77-139,100,80,Wisconsin,Regular,118,118,118,50,70,30,120,53,306,65,20,1,12,118,53
200,200,215,200,200,200,920,920,01-02-2010 00:00:00,Central,Small Market,Columbian,2,Coffee,2,205.8,200,200,210,200,160,Wisconsin,Regular,220,220,220,90,140,40,230,92,541,128,83,1,15,220,113
0,150,167,150,150,175,414,414,01-02-2010 00:00:00,Central,Small Market,Decaf Irish Cream,3,Coffee,3,171.5,100,150,140,100,160,Wisconsin,Decaf,180,180,180,80,100,60,180,77,423,103,25,1,50,180,53
0,100,120,100,100,125,920,920,01-02-2010 00:00:00,Central,Small Market,Darjeeling,11,Tea,11,102.9,100,100,77-139,100,80,Wisconsin,Regular,137,137,137,40,80,50,120,56,382,81,17,1,41,137,40
0,150,143,150,150,150,414,414,01-02-2010 00:00:00,Central,Small Market,Earl Grey,12,Tea,12,137.2,100,150,140,100,80,Wisconsin,Regular,155,155,155,50,80,10,130,65,513,90,58,1,3,155,87
0,100,96,100,100,100,715,715,01-02-2010 00:00:00,Central,Small Market,Decaf Espresso,6,Espresso,6,102.9,100,100,77-139,100,80,Wisconsin,Decaf,110,110,110,50,70,50,120,48,617,62,15,1,35,110,27
0,150,143,150,150,150,414,414,01-02-2010 00:00:00,Central,Small Market,Caffe Mocha,5,Espresso,5,137.2,100,150,140,100,80,Wisconsin,Regular,154,154,154,80,100,60,180,70,957,84,21,1,42,154,42
0,150,167,150,150,150,715,715,01-02-2010 00:00:00,Central,Small Market,Chamomile,8,Herbal Tea,8,171.5,100,150,140,100,160,Wisconsin,Decaf,174,174,174,50,100,80,150,65,372,109,20,1,66,174,43
0,100,96,100,100,100,262,262,01-02-2010 00:00:00,Central,Small Market,Lemon,9,Herbal Tea,9,102.9,100,100,77-139,100,80,Wisconsin,Decaf,115,115,115,40,60,50,100,47,772,68,13,1,43,115,25
0,100,120,100,100,100,475,475,01-02-2010 00:00:00,East,Small Market,Darjeeling,11,Tea,11,102.9,100,100,77-139,100,80,Connecticut,Regular,123,123,123,50,80,60,130,50,814,73,14,1,48,123,25
0,50,48,50,50,50,475,475,01-02-2010 00:00:00,East,Small Market,Green Tea,13,Tea,13,34.3,0,50-99,0-69,0,0,Connecticut,Regular,66,66,66,20,50,40,70,27,772,39,7,1,21,66,18
0,100,120,100,100,125,203,203,01-02-2010 00:00:00,East,Small Market,Decaf Espresso,6,Espresso,6,102.9,100,100,77-139,100,80,Connecticut,Decaf,130,130,130,50,70,40,120,55,305,75,18,1,29,130,46
0,150,143,150,150,150,860,860,01-02-2010 00:00:00,East,Small Market,Caffe Mocha,5,Espresso,5,137.2,100,150,140,100,80,Connecticut,Regular,155,155,155,60,90,20,150,65,513,90,58,1,3,155,87
200,300,311,300,300,325,959,959,01-02-2010 00:00:00,East,Small Market,Columbian,2,Coffee,2,308.7,300,300,280,300,320,Connecticut,Regular,325,325,325,120,180,130,300,130,945,195,42,1,121,325,74
0,150,191,150,150,175,475,475,01-02-2010 00:00:00,East,Small Market,Lemon,9,Herbal Tea,9,171.5,100,150,140,100,160,Connecticut,Decaf,193,193,193,60,90,50,150,86,484,107,32,1,41,193,66
0,150,143,150,150,150,860,860,01-02-2010 00:00:00,East,Small Market,Mint,10,Herbal Tea,10,137.2,100,150,140,100,160,Connecticut,Decaf,165,165,165,50,70,50,120,75,956,90,23,1,46,165,44
0,50,72,50,50,75,786,786,01-02-2010 00:00:00,East,Major Market,Darjeeling,11,Tea,11,68.6,0,50-99,77-139,0,80,Florida,Regular,80,80,80,30,50,40,80,32,817,48,8,1,28,80,20
0,100,96,100,100,100,727,727,01-02-2010 00:00:00,East,Major Market,Green Tea,13,Tea,13,102.9,100,100,77-139,100,80,Florida,Regular,115,115,115,40,80,60,120,47,772,68,13,1,44,115,24
0,150,167,150,150,175,407,407,01-02-2010 00:00:00,East,Major Market,Decaf Espresso,6,Espresso,6,171.5,100,150,140,100,160,Florida,Decaf,180,180,180,70,100,60,170,77,423,103,25,1,51,180,52
